UniqueId,FacilityOrSiteName,Owner,ManagementType,InfrastructureType,FacilityStreetAddress,FacilitySuburbLocality,State,Postcode,Latitude,Longitude,BatteriesRechargeable,BatteriesSingleUse,BatteriesLeadAcid,ComputersAccessories,MobilePhones,PrinterCartridges,Televisions,ElectricalAppliances,ElectricalAppliancesBatteryOperated,ChemicalDrums,Mercury,WhiteGoods
VIC00900,Seaspray Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Tip Road,Seaspray,VIC,3851,-38.365518,147.191445,1,1,1,1,1,1,1,1,1,0,0,1
VIC00910,Shepparton Resource Recovery Centre,Greater Shepparton City Council,Drop-off,Transfer station,125 Wanganui Road,Shepparton,VIC,3630,-36.20577,145.231804,1,1,1,1,1,1,1,1,1,0,0,1
VIC00916,Cleanaway Shepparton,Cleanaway,Drop-off,Transfer station,73 Old Dookie Road,Shepparton,VIC,3630,-36.220731,145.252682,1,1,1,1,1,1,1,1,1,0,0,1
VIC00924,Simpson Transfer Station,Corangamite Shire Council,Drop-off,Transfer station,Princetown Road,Simpson,VIC,3266,-38.50095,143.20871,1,1,1,1,1,1,1,1,1,0,0,1
VIC00925,Skipton Transfer Station,Corangamite Shire Council,Drop-off,Transfer station,Beaufort Road,Skipton,VIC,3361,-38.68279,143.35841,1,1,1,1,1,1,1,1,1,0,0,1
VIC00926,Frankston Regional Recycling and Recovery Centre,Frankston City Council,Drop-off,Transfer station,20 Harold Road,Skye,VIC,3977,-38.1236967,145.2174444,1,1,1,1,1,1,1,1,1,0,0,1
VIC00928,Snake Valley Transfer Station,Pyrenees Shire Council,Drop-off,Transfer station,Snake Valley-Morchup Road,Snake Valley,VIC,3351,-37.62084,143.550339,1,1,1,1,1,1,1,1,1,0,0,1
VIC00936,Sorrento Hopper,Mornington Peninsula Shire Council,Drop-off,Transfer station,81 Normanby Road,Sorrento ,VIC,3943,-38.3425255,144.729379,1,1,1,1,1,1,1,1,1,0,0,1
VIC00937,Cleanaway South Geelong,Cleanaway,Drop-off,Transfer station,22 Wood Street,South Geelong,VIC,3048,-38.16875,144.36729,1,1,1,1,1,1,1,1,1,0,0,1
VIC00941,Port Phillip Transfer Station,Port Phillip City Council,Drop-off,Transfer station,Cnr White and Boundary Streets,South Melbourne,VIC,3205,-37.828478,144.943517,1,1,1,1,1,1,1,1,1,0,0,1
VIC00950,Springhurst Transfer Station,Wangaratta Rural City Council,Drop-off,Transfer station,Vipond Road,Springhurst,VIC,3682,-36.187934,146.48096,1,1,1,1,1,1,1,1,1,0,0,1
VIC00957,St Arnaud Transfer Station,Northern Grampians Shire Council,Drop-off,Transfer station,329 Old Wedderburn Road,St Arnaud,VIC,3478,-36.590533,143.327382,1,1,1,1,1,1,1,1,1,0,0,1
VIC00959,St James Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Kelly's Road,St James,VIC,3727,-36.163909,145.523067,1,1,1,1,1,1,1,1,1,0,0,1
VIC00966,Stawell Transfer Station,Northern Grampians Shire Council,Drop-off,Transfer station,36 Lavett Road,Stawell,VIC,3380,-37.0740934,142.7996059,1,1,1,1,1,1,1,1,1,0,0,1
VIC00968,Stawell Transfer Station,Wimmera Mallee Waste,Drop-off,Transfer station,Lavett Road,Stawell,VIC,3380,-37.07058,142.800328,1,1,1,1,1,1,1,1,1,0,0,1
VIC00970,Stratford Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Wyndham Street,Stratford,VIC,3862,-37.959918,147.090904,1,1,1,1,1,1,1,1,1,0,0,1
VIC00971,Strathfieldsaye Waste Transfer Station,Greater Bendigo City Council,Drop-off,Transfer station,998 Wellington Street  ,Strathfieldsaye,VIC,3551,-36.807721,144.362969,1,1,1,1,1,1,1,1,1,0,0,1
VIC00973,Strathmerton Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Murray Valley Highway,Strathmerton,VIC,3641,-35.9250631,145.4846783,1,1,1,1,1,1,1,1,1,0,0,1
VIC00974,Streatham Transfer Station,Ararat Rural City Council,Drop-off,Transfer station,Neerin-Floodway Road,Streatham,VIC,3351,-37.684394,143.040767,1,1,1,1,1,1,1,1,1,0,0,1
VIC00976,Sunbury Landfill Resource Recovery Centre,Hume City Council,Drop-off,Transfer station,515 Riddell Road,Sunbury,VIC,3429,-37.548056,144.690741,1,1,1,1,1,1,1,1,1,0,0,1
VIC00985,Gray Street Transfer Station,Swan Hill Rural City Council,Drop-off,Transfer station,174 Gray Street,Swan Hill,VIC,3585,-35.3451235,143.5329846,1,1,1,1,1,1,1,1,1,0,0,1
VIC00989,Swifts Creek Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,237 Cassilis Road,Swifts Creek,VIC,3896,-37.269118,147.696939,1,1,1,1,1,1,1,1,1,0,0,1
VIC00991,Talbot Transfer Station,Central Goldfields Shire Council,Drop-off,Transfer station,Rocky Flat Road,Talbot,VIC,3371,-37.166119,143.709014,1,1,1,1,1,1,1,1,1,0,0,1
VIC00992,Tallangatta Transfer Station,Towong Shire Council,Drop-off,Transfer station,727 Murray Valley Highway,Tallangatta,VIC,3700,-36.2236,147.163442,1,1,1,1,1,1,1,1,1,0,0,1
VIC00993,Tallarook Transfer Station,Mitchell Shire Council,Drop-off,Transfer station,Pyalong-Tallarook Road,Tallarook,VIC,3659,-37.0931019999999,145.096048,1,1,1,1,1,1,1,1,1,0,0,1
VIC00994,Tamboon/Furnell Trailer,East Gippsland Shire Council,Drop-off,Transfer station,Tamboon Road,Tamboon,VIC,3890,-37.692039,149.160208,1,1,1,1,1,1,1,1,1,0,0,1
VIC00999,Tatyoon Resource Recovery Centre,Ararat Rural City Council,Drop-off,Transfer station,Porters Bridge Road,Tatyoon,VIC,3378,-37.535434,142.951494,1,1,1,1,1,1,1,1,1,0,0,1
VIC01006,Tempy Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,3270 Sunraysia Highway,Tempy,VIC,3489,-35.359321,142.428256,1,1,1,1,1,1,1,1,1,0,0,1
VIC01008,Cleanaway Thurla,Cleanaway,Drop-off,Transfer station,428 Magnum Avenue,Thurla,VIC,3496,-34.3392551,142.0981271,1,1,1,1,1,1,1,1,1,0,0,1
VIC01009,Timboon Transfer Station,Corangamite Shire Council,Drop-off,Transfer station,Timboon-Curdies River Road,Timboon,VIC,3268,-38.49506,142.98113,1,1,1,1,1,1,1,1,1,0,0,1
VIC01010,Toolleen Resource Recovery Centre,Campaspe Shire Council,Drop-off,Transfer station,22 Cornella Toolleen Road,Toolleen,VIC,3551,-36.431864,144.410652,1,1,1,1,1,1,1,1,1,0,0,1
VIC01011,Toolondo Transfer Station,Horsham Rural City Council,Drop-off,Transfer station,Telangatuk East Road,Toolondo,VIC,3401,-36.993956,141.933478,1,1,1,1,1,1,1,1,1,0,0,1
VIC01016,Specialised Environmental Services,Specialised Environmental Services Pty Ltd,Drop-off,Transfer station,1 Amanda Road,Tottenham,VIC,3012,-37.804626465,144.851501465,1,1,1,1,1,1,1,1,1,0,0,1
VIC01018,Sort Worx,Sort Worx,Drop-off,Transfer station,Contour Road,Trafalgar,VIC,3824,-38.204605,146.158754,1,1,1,1,1,1,1,1,1,0,0,1
VIC01019,Trafalgar Transfer Station,Baw Baw Shire Council,Drop-off,Transfer station,Giles Road,Trafalgar,VIC,3824,-38.228236,146.143388,1,1,1,1,1,1,1,1,1,0,0,1
VIC01025,Doc Shop,Doc Shop,Drop-off,Transfer station,66 Eastern Road ,Traralgon,VIC,3844,-38.181396,146.56528,1,1,1,1,1,1,1,1,1,0,0,1
VIC01026,Sims Traralgon,Sims Ltd,Drop-off,Transfer station,70-74 Eastern Road,Traralgon,VIC,3844,-38.180395,146.5655,1,1,1,1,1,1,1,1,1,0,0,1
VIC01027,Traralgon Transfer Station,Latrobe City Council,Drop-off,Transfer station,Liddiard Road,Traralgon,VIC,3844,-38.222746,146.554063,1,1,1,1,1,1,1,1,1,0,0,1
VIC01032,Trentham Transfer Station,Hepburn Shire Council,Drop-off,Transfer station,Trentham Blackwood Road,Trentham,VIC,3458,-37.414729,143.886057,1,1,1,1,1,1,1,1,1,0,0,1
VIC01033,Tubbut Trailer,East Gippsland Shire Council,Drop-off,Transfer station,McKillops Road,Tubbut,VIC,3888,-37.073956,148.596658,1,1,1,1,1,1,1,1,1,0,0,1
VIC01035,Rayco Waste Management,Rayco,Drop-off,Transfer station,7 Adina Court,Tullamarine,VIC,3043,-37.7112269,144.8750129,1,1,1,1,1,1,1,1,1,0,0,1
VIC01036,Tungamah Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Tungamah Road,Tungamah,VIC,3728,-36.085566,145.525714,1,1,1,1,1,1,1,1,1,0,0,1
VIC01037,Tutye Hard Waste Compound,Mildura Rural City Council,Drop-off,Transfer station,Old Stock Route Road,Tutye,VIC,3490,-35.2219645,141.484092,1,1,1,1,1,1,1,1,1,0,0,1
VIC01038,Tyabb Resource Recovery Centre,Mornington Peninsula Shire Council,Drop-off,Transfer station,21 McKirdys Road,Tyabb,VIC,3913,-38.2600234,145.2172139,1,1,1,1,1,1,1,1,1,0,0,1
VIC01040,Ultima Transfer Station,Swan Hill Rural City Council,Drop-off,Transfer station,4330 Sea Lake Road,Ultima,VIC,3544,-35.455006,143.2790995,1,1,1,1,1,1,1,1,1,0,0,1
VIC01041,Underbool Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,Cemetery Road,Underbool,VIC,3509,-35.178526,141.806449,1,1,1,1,1,1,1,1,1,0,0,1
VIC01043,Venus Bay Transfer Station,South Gippsland Shire Council,Drop-off,Transfer station,Corner Canterbury Road & 3 Beach Road,Venus Bay,VIC,3956,-38.696967,145.808548,1,1,1,1,1,1,1,1,1,0,0,1
VIC01046,Whitehorse Recycling and Waste Centre,Whitehorse City Council,Drop-off,Transfer station,638-640 Burwood Highway,Vermont South,VIC,3133,-36.7785049999999,146.392972,1,1,1,1,1,1,1,1,1,0,0,1
VIC01048,Violet Town Resource Recovery Centre,Strathbogie Shire Council,Drop-off,Transfer station,190 McDiarmids Road,Violet Town,VIC,3669,-36.385496,145.415621,1,1,1,1,1,1,1,1,1,0,0,1
VIC01049,Wairewa Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,Boundary Road,Wairewa,VIC,3887,-37.690504,148.172573,1,1,1,1,1,1,1,1,1,0,0,1
VIC01050,Walkerville Transfer Station,South Gippsland Shire Council,Drop-off,Transfer station,Fish Creek-Walkerville Road,Walkerville,VIC,3956,-38.818034,146.001743,1,1,1,1,1,1,1,1,1,0,0,1
VIC01051,Wallan Resource Recovery Centre,Mitchell Shire Council,Drop-off,Transfer station,4-5 Freeway Drive,Wallan,VIC,3756,-37.250034,145.595805,1,1,1,1,1,1,1,1,1,0,0,1
VIC01054,Lindenow Transfer Station,East Gippsland Shire Council,Drop-off,Transfer station,90 Snobbs Road,Walpa,VIC,3875,-37.814954,147.425117,1,1,1,1,1,1,1,1,1,0,0,1
VIC01055,Walpeup Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,Murphy Road,Walpeup,VIC,3507,-35.145372,142.033246,1,1,1,1,1,1,1,1,1,0,0,1
VIC01058,Wangaratta Transfer Station,Wangaratta Rural City Council,Drop-off,Transfer station,46-56 Sandford Road,Wangaratta,VIC,3677,-36.3667543,146.2904396,1,1,1,1,1,1,1,1,1,0,0,1
VIC01061,Knox Transfer Station,Knox City Council,Drop-off,Transfer station,251 George Street,Wantirna South,VIC,3152,-37.8826495,145.213433,1,1,1,1,1,1,1,1,1,0,0,1
VIC01064,Warracknabeal Resource Recovery Centre,Yarriambiack Shire Council,Drop-off,Transfer station,Golf Links Road,Warracknabeal,VIC,3393,-36.226349,142.407726,1,1,1,1,1,1,1,1,1,0,0,1
VIC01072,Cob & Co Transfer Station,Cob & Co,Drop-off,Transfer station,25 Dickson Street,Warrnambool,VIC,3280,-38.3714125,142.4546829,1,1,1,1,1,1,1,1,1,0,0,1
VIC01073,Westvic Resource Recovery Centre,Westvic Waste,Drop-off,Transfer station,3 Hammond Place,Warrnambool,VIC,3280,-38.36617,142.45578,1,1,1,1,1,1,1,1,1,0,0,1
VIC01074,Cleanaway Warrnambool,Cleanaway,Drop-off,Transfer station,355 Koroit Street,Warrnambool,VIC,3280,-38.374863,142.4633,1,1,1,1,1,1,1,1,1,0,0,1
VIC01078,Barton's Waste Transfer Station,Barton's Waste,Drop-off,Transfer station,Harrington Road,Warrnambool,VIC,3280,-38.36772,142.45041,1,1,1,1,1,1,1,1,1,0,0,1
VIC01082,Watchem Resource Recovery Centre,Buloke Shire Council,Drop-off,Transfer station,40 Morton Street ,Watchem,VIC,3482,-36.155747,142.86659,1,1,1,1,1,1,1,1,1,0,0,1
VIC01086,Wedderburn Transfer Station,Loddon Shire Council,Drop-off,Transfer station,Godfrey Street,Wedderburn,VIC,3518,-36.422782,143.6052465,1,1,1,1,1,1,1,1,1,0,0,1
VIC01095,Wyndham Transfer Station,Wyndham City Council,Drop-off,Transfer station,420 Wests Road,Werribee,VIC,3030,-37.9387258,144.5943745,1,1,1,1,1,1,1,1,1,0,0,1
VIC01096,Veolia Werribee Transfer Station,Veolia,Drop-off,Transfer station,470 Wests Road,Werribee,VIC,3030,-37.9391078,144.5944815,1,1,1,1,1,1,1,1,1,0,0,1
VIC01101,Werrimull Transfer Station,Mildura Rural City Council,Drop-off,Transfer station,King Street,Werrimull,VIC,3496,-34.3895929999999,141.597204,1,1,1,1,1,1,1,1,1,0,0,1
VIC01102,Wesburn Recovery and Waste Transfer Station,Yarra Ranges Shire Council,Drop-off,Transfer station,689 Old Warburton Road,Wesburn,VIC,3799,-37.7748359999999,145.649282,1,1,1,1,1,1,1,1,1,0,0,1
VIC01104,Bingo West Melbourne,Bingo Industries,Drop-off,Transfer station,372-374 Dynon Road,West Melbourne,VIC,3003,-37.8016283,144.9188495,1,1,1,1,1,1,1,1,1,0,0,1
VIC01105,Citywide Waste Transfer Station,Citywide,Drop-off,Transfer station,437 Dynon Road,West Melbourne,VIC,3003,-37.8018923,144.9163221,1,1,1,1,1,1,1,1,1,0,0,1
VIC01108,Wangaratta Transfer Station,Wangaratta Rural City Council,Drop-off,Transfer station,Sandford Rd,Wangaratta,VIC,3677,-36.3425281706552,146.289817878807,1,1,1,1,1,1,1,1,1,0,0,1
VIC01109,Willaura Resource Recovery Centre,Ararat Rural City Council,Drop-off,Transfer station,Wickcliffe-Willaura Road,Willaura,VIC,3379,-37.576825,142.73492,1,1,1,1,1,1,1,1,1,0,0,1
VIC01113,Paisley Petroleum,Paisley Petroleum Pty Ltd,Drop-off,Transfer station,42-44 Chelmsford Street,Williamstown North,VIC,3016,-37.8516235349999,144.861694336,1,1,1,1,1,1,1,1,1,0,0,1
VIC01114,Winchelsea Transfer Station,Surf Coast Shire Council,Drop-off,Transfer station,55 Cressy Road,Winchelsea,VIC,3241,-38.49506,142.98113,1,1,1,1,1,1,1,1,1,0,0,1
VIC01117,Wodonga Transfer Station,Wodonga Council,Drop-off,Transfer station,29 Kane Road,Wodonga,VIC,3690,-36.1177,146.9059227,1,1,1,1,1,1,1,1,1,0,0,1
VIC01127,Hansons Wollert Transfer Station,Hanson,Drop-off,Transfer station,55 Bridge Inn Road,Wollert,VIC,3750,-37.5912137,145.0473462,1,1,1,1,1,1,1,1,1,0,0,1
VIC01129,Wonthaggi Transfer Station,Bass Coast Shire Council,Drop-off,Transfer station,180 Cameron Street,Wonthaggi,VIC,3995,-38.621983,145.58244,1,1,1,1,1,1,1,1,1,0,0,1
VIC01135,Woodend Transfer Station,Macedon Ranges Shire Council,Drop-off,Transfer station,149 Quarry Road,Woodend,VIC,3442,-37.3697139999999,144.54125,1,1,1,1,1,1,1,1,1,0,0,1
VIC01137,Woods Point Transfer Station,Mansfield Shire Council,Drop-off,Transfer station,Corry Street,Woods Point,VIC,3723,-37.5725,146.2564308,1,1,1,1,1,1,1,1,1,0,0,1
VIC01138,Woolsthorpe Transfer Station,Moyne Shire Council,Drop-off,Transfer station,Mount Taurus Road,Woolsthorpe,VIC,3276,-38.22443,142.42437,1,1,1,1,1,1,1,1,1,0,0,1
VIC01139,Woomelang Transfer Station,Yarriambiack Shire Council,Drop-off,Transfer station,Church Street & Duthies Road,Woomelang,VIC,3485,-35.696939,142.67586,1,1,1,1,1,1,1,1,1,0,0,1
VIC01140,Woorndoo Transfer Station,Moyne Shire Council,Drop-off,Transfer station,Cameron Street,Woorndoo,VIC,3272,-38.22443,142.42437,1,1,1,1,1,1,1,1,1,0,0,1
VIC01141,Wycheproof Transfer Station,Buloke Shire Council,Drop-off,Transfer station,281 Mackies Road ,Wycheproof,VIC,3527,-36.064426,143.256966,1,1,1,1,1,1,1,1,1,0,0,1
VIC01144,Yaapeet Resource Recovery Centre,Yarriambiack Shire Council,Drop-off,Transfer station,Rainbow-Yaapeet Road,Yaapeet,VIC,3424,-35.780134,142.044088,1,1,1,1,1,1,1,1,1,0,0,1
VIC01145,Yabba Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Yabba South Road,Yabba,VIC,3646,-36.143985,145.385979,1,1,1,1,1,1,1,1,1,0,0,1
VIC01147,Yanac Depot,Hindmarsh Shire Council,Drop-off,Transfer station,Netherby Yanac Road,Yanac,VIC,3418,-36.126679,141.452183,1,1,1,1,1,1,1,1,1,0,0,1
VIC01152,Yarram Transfer Station,Wellington Shire Council,Drop-off,Transfer station,Hyland Highway,Yarram,VIC,3971,-38.54132,146.702445,1,1,1,1,1,1,1,1,1,0,0,1
VIC01153,Nillumbik Recycling & Recovery Centre,Nillumbik Shire Council,Drop-off,Transfer station,Yan Yean Road,Yarrambat,VIC,3091,-37.653791,145.1255105,1,1,1,1,1,1,1,1,1,0,0,1
VIC01157,Yarrawonga Resource Recovery Centre,Moira Shire Council,Drop-off,Transfer station,Channel Road,Yarrawonga,VIC,3730,-36.022002,146.000864,1,1,1,1,1,1,1,1,1,0,0,1
VIC01158,Yea Resource Recovery Centre,Murrindindi Shire Council,Drop-off,Transfer station,617 Ghin Ghin Road,Yea,VIC,3717,-37.093,145.2227,1,1,1,1,1,1,1,1,1,0,0,1
VIC01159,Yinnar Transfer Station,Latrobe City Council,Drop-off,Transfer station,Whitelaws Track,Yinnar South,VIC,3869,-38.377715,146.343027,1,1,1,1,1,1,1,1,1,0,0,1
